bibtex_key,title,authors,institutions,year,journal,publisher,keywords,bibtex_file,pdf_file,has_pdf
li2022stable,Stable all-solid-state lithium metal batteries enabled by machine learning simulation designed halide electrolytes,"['Feng Li', 'Xiaobin Cheng', 'Lei-Lei Lu', 'Yi-Chen Yin', 'Jin-Da Luo', 'Gongxun Lu', 'Yu-Feng Meng', 'Hongsheng Mo', 'Te Tian', 'Jing-Tian Yang', 'others']",[],2022,Nano Letters,ACS Publications,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Stable all-solid-state lithium metal batteries enabled by machine learning simulation designed halide electrolytes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Stable all-solid-state lithium metal batteries enabled by machine learning simulation designed halide electrolytes.pdf,True
kotapati2023deep,Deep learning based optimization model for energy consumption of new electric vehicles,"['Ghamya Kotapati', 'Prem Selvamani', 'Kranthi Lella', 'Khaja Shaik', 'Venkateswara Katevarapu', 'Naga Bommagani']",[],2023,Revue d'Intelligence Artificielle,International Information and Engineering Technology Association (IIETA),"['optimization', 'deep learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep learning based optimization model for energy consumption of new electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep learning based optimization model for energy consumption of new electric vehicles.pdf,True
zine2017interests,Interests and limits of machine learning-based neural networks for rotor position estimation in EV traction drives,"['Wided Zine', 'Zaatar Makni', 'Eric Monmasson', 'Lahoucine Idkhajine', 'Bruno Condamin']",[],2017,IEEE Transactions on Industrial Informatics,IEEE,"['neural network', 'machine learning']",/home/doyooni303/projects/technology-innovation/data/bibs/Interests and limits of machine learning-based neural networks for rotor position estimation in EV traction drives.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Interests and limits of machine learning-based neural networks for rotor position estimation in EV traction drives.pdf,True
kelker2021multi,Multi agent deep Q-reinforcement learning for autonomous low voltage grid control,"['Michael Kelker', 'Lars Quakernack', 'Jens Haubrock']",[],2021,,,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Multi agent deep Q-reinforcement learning for autonomous low voltage grid control.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Multi agent deep Q-reinforcement learning for autonomous low voltage grid control.pdf,True
liu2022towards,Towards long lifetime battery: AI-based manufacturing and management,"['Kailong Liu', 'Zhongbao Wei', 'Chenghui Zhang', 'Yunlong Shang', 'Remus Teodorescu', 'Qing-Long Han']",[],2022,IEEE/CAA Journal of Automatica Sinica,IEEE,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Towards long lifetime battery_ AI-based manufacturing and management.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Towards long lifetime battery_ AI-based manufacturing and management.pdf,True
rohkohl2023multi,Multi-criteria and real-time control of continuous battery cell production steps using deep learning,"['Erik Rohkohl', 'Malte Sch{\\""o}nemann', 'Yury Bodrov', 'Christoph Herrmann']",[],2023,Advances in Industrial and Manufacturing Engineering,Elsevier,"['deep learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Multi-criteria and real-time control of continuous battery cell production steps using deep learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Multi-criteria and real-time control of continuous battery cell production steps using deep learning.pdf,True
zhao2025deep,A Deep Reinforcement Learning-Based Multi-Objective Charging Scheduling Method for Electric Vehicle Charging Station,"['Qiang Zhao', 'Wenwei Wu', 'Ningyu Cheng', 'Ge Guo', 'Yinghua Han']",[],2025,IEEE Internet of Things Journal,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A Deep Reinforcement Learning-Based Multi-Objective Charging Scheduling Method for Electric Vehicle Charging Station.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A Deep Reinforcement Learning-Based Multi-Objective Charging Scheduling Method for Electric Vehicle Charging Station.pdf,True
drakopoulos2021formulation,Formulation and manufacturing optimization of lithium-ion graphite-based electrodes via machine learning,"['Stavros Drakopoulos', 'Azarmidokht Gholamipour-Shirazi', 'Paul MacDonald', 'Robert Parini', 'Carl Reynolds', 'David Burnett', 'Ben Pye', 'Kieran O’Regan', 'Guanmei Wang', 'Thomas Whitehead', 'others']",[],2021,Cell Reports Physical Science,Elsevier,"['optimization', 'lithium-ion', 'machine learning']",/home/doyooni303/projects/technology-innovation/data/bibs/Formulation and manufacturing optimization of lithium-ion graphite-based electrodes via machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Formulation and manufacturing optimization of lithium-ion graphite-based electrodes via machine learning.pdf,True
yang2019large,Large-Scale Home Energy Management Using Entropy-Based Collective Multiagent Deep Reinforcement Learning Framework.,"['Yaodong Yang', 'Jianye Hao', 'Yan Zheng', 'Chao Yu']",[],2019,,,"['reinforcement learning', 'energy management']",/home/doyooni303/projects/technology-innovation/data/bibs/[PDF] Large-Scale Home Energy Management Using Entropy-Based Collective Multiagent Deep Reinforcement Learning Framework..txt,/home/doyooni303/projects/technology-innovation/data/pdfs/[PDF] Large-Scale Home Energy Management Using Entropy-Based Collective Multiagent Deep Reinforcement Learning Framework..pdf,True
smith2021application,Application of machine learning to sleep stage classification,"['Andrew Smith', 'Hardik Anand', 'Snezana Milosavljevic', 'Katherine Rentschler', 'Ana Pocivavsek', 'Homayoun Valafar']",[],2021,,,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Application of machine learning to sleep stage classification.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Application of machine learning to sleep stage classification.pdf,True
bharathi2022ai,AI and IoT-based electric vehicle monitoring system,"['M Bharathi', 'K Geetha', 'PK Mani', 'G Vijayakumar', 'K Srinivasan', 'Kallakunta Kumar']",[],2022,,,"['iot', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/AI and IoT-based electric vehicle monitoring system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/AI and IoT-based electric vehicle monitoring system.pdf,True
qi2024battery,Battery pack capacity estimation for electric vehicles based on enhanced machine learning and field data,"['Qingguang Qi', 'Wenxue Liu', 'Zhongwei Deng', 'Jinwen Li', 'Ziyou Song', 'Xiaosong Hu']",[],2024,Journal of Energy Chemistry,Elsevier,"['electric vehicle', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery pack capacity estimation for electric vehicles based on enhanced machine learning and field data.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery pack capacity estimation for electric vehicles based on enhanced machine learning and field data.pdf,True
goldman2023ai,AI hunts for hidden minerals: machine learning is uncovering hoards of vital EV battery metals,"['Josh Goldman', 'Kurt House']",[],2023,IEEE Spectrum,IEEE,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/AI hunts for hidden minerals_ machine learning is uncovering hoards of vital EV battery metals.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/AI hunts for hidden minerals_ machine learning is uncovering hoards of vital EV battery metals.pdf,True
sun2023adaptive,An adaptive V2G capacity-based frequency regulation scheme with integral reinforcement learning against dos attacks,"['Jian Sun', 'Guanqiu Qi', 'Yi Chai', 'Zhiqin Zhu', 'Josep Guerrero']",[],2023,IEEE Transactions on Smart Grid,IEEE,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/An adaptive V2G capacity-based frequency regulation scheme with integral reinforcement learning against dos attacks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An adaptive V2G capacity-based frequency regulation scheme with integral reinforcement learning against dos attacks.pdf,True
prasath2023classification,Classification of power quality issues on the distribution grid due to the impact of electric vehicle charging using machine learning tool,"['Guru Prasath', 'Athish Pranav', 'Vishnu Sunil', 'Ilango Karuppasamy', 'others']",[],2023,,,"['charging', 'machine learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Classification of power quality issues on the distribution grid due to the impact of electric vehicle charging using machine learning tool.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Classification of power quality issues on the distribution grid due to the impact of electric vehicle charging using machine learning tool.pdf,True
el2023machine,Machine learning for optimal electrode wettability in lithium ion batteries,"['Amina El Malki', 'Mark Asch', 'Oier Arcelus', 'Abbos Shodiev', 'Jia Yu', 'Alejandro Franco']",[],2023,Journal of Power Sources Advances,Elsevier,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning for optimal electrode wettability in lithium ion batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning for optimal electrode wettability in lithium ion batteries.pdf,True
chen2025federated,Federated Deep Reinforcement Learning for Combating Cyber-Threats Specific to EV Charging in Next-Gen WPT Infrastructure,"['Miaojiang Chen', 'Kaiwen Luo', 'Pengshuo Wang', 'Wenjing Xiao', 'Zhiquan Liu', 'Anfeng Liu', 'Ahmed Farouk', 'Min Chen']",[],2025,IEEE Transactions on Intelligent Transportation Systems,IEEE,"['reinforcement learning', 'charging']",/home/doyooni303/projects/technology-innovation/data/bibs/Federated Deep Reinforcement Learning for Combating Cyber-Threats Specific to EV Charging in Next-Gen WPT Infrastructure.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Federated Deep Reinforcement Learning for Combating Cyber-Threats Specific to EV Charging in Next-Gen WPT Infrastructure.pdf,True
at2023comprehensive,A comprehensive exploration on different machine learning techniques for state of charge estimation of ev battery,"['Mithul AT', 'Justin Ratnam', 'Niranjan Kumar', 'Tanya Gupta', 'Keerthi Balaji', 'Rajesh Kumar', 'Mohamed Farrag', 'others']",[],2023,,,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/A comprehensive exploration on different machine learning techniques for state of charge estimation of ev battery.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A comprehensive exploration on different machine learning techniques for state of charge estimation of ev battery.pdf,True
chinta2025ai,AI-Driven Adaptive Control for Battery Management Systems in Electric Vehicles,"['Srikiran Chinta', 'Hari Bhupathi']",[],2025,"International Journal of Artificial Intelligence, Data Science, and Machine Learning",,"['electric vehicle', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/AI-Driven Adaptive Control for Battery Management Systems in Electric Vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/AI-Driven Adaptive Control for Battery Management Systems in Electric Vehicles.pdf,True
saxena2018anomaly,Anomaly detection during lithium-ion battery qualification testing,"['Saurabh Saxena', 'Myeongsu Kang', 'Yinjiao Xing', 'Michael Pecht']",[],2018,,,"['lithium-ion', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Anomaly detection during lithium-ion battery qualification testing.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Anomaly detection during lithium-ion battery qualification testing.pdf,True
li2021deep,Deep reinforcement learning-based energy management of hybrid battery systems in electric vehicles,"['Weihan Li', 'Han Cui', 'Thomas Nemeth', 'Jonathan Jansen', 'Cem Uenluebayir', 'Zhongbao Wei', 'Lei Zhang', 'Zhenpo Wang', 'Jiageng Ruan', 'Haifeng Dai', 'others']",[],2021,Journal of Energy Storage,Elsevier,"['reinforcement learning', 'energy management', 'electric vehicle', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning-based energy management of hybrid battery systems in electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning-based energy management of hybrid battery systems in electric vehicles.pdf,True
al2025machine,Machine Learning and Device’s Neighborhood-Enabled Fusion Algorithm for the Internet of Things,"['Amal Al-Rasheed', 'Tahani Alsaedi', 'Rahim Khan', 'Bharati Rathore', 'Gaurav Dhiman', 'Mahwish Kundi', 'Aftab Ahmad']",[],2025,IEEE Transactions on Consumer Electronics,IEEE,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning and Device's Neighborhood-Enabled Fusion Algorithm for the Internet of Things.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning and Device's Neighborhood-Enabled Fusion Algorithm for the Internet of Things.pdf,True
wang2020vehicle,Vehicle to grid frequency regulation capacity optimal scheduling for battery swapping station using deep Q-network,"['Xinan Wang', 'Jianhui Wang', 'Jianzhe Liu']",[],2020,IEEE Transactions on Industrial Informatics,IEEE,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Vehicle to grid frequency regulation capacity optimal scheduling for battery swapping station using deep Q-network.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Vehicle to grid frequency regulation capacity optimal scheduling for battery swapping station using deep Q-network.pdf,True
angeloni4530670characterization,Characterization and Process Optimization of Remote Laser Cutting of Metal Foils for Battery Electrode Production,"['Caterina Angeloni', 'Erica Liverani', 'Alessandro Ascari', 'Alessandro Fortunato']",[],,Available at SSRN 4530670,,"['optimization', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Characterization and process optimization of remote laser cutting of current collectors for battery electrode production.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Characterization and process optimization of remote laser cutting of current collectors for battery electrode production.pdf,True
wang2025attention,Attention-Enhanced Deep Reinforcement Learning for Fast Charging Optimization of Lithium-Ion Batteries With Incomplete Observations,"['Xizhe Wang', 'Benben Jiang']",[],2025,IEEE Transactions on Industrial Informatics,IEEE,"['reinforcement learning', 'charging', 'lithium-ion', 'optimization']",/home/doyooni303/projects/technology-innovation/data/bibs/Attention-Enhanced Deep Reinforcement Learning for Fast Charging Optimization of Lithium-Ion Batteries With Incomplete Observations.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Attention-Enhanced Deep Reinforcement Learning for Fast Charging Optimization of Lithium-Ion Batteries With Incomplete Observations.pdf,True
li2020real,Real-time residential demand response,"['Hepeng Li', 'Zhiqiang Wan', 'Haibo He']",[],2020,IEEE Transactions on Smart Grid,IEEE,[],/home/doyooni303/projects/technology-innovation/data/bibs/Real-time residential demand response.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Real-time residential demand response.pdf,True
coppola2021adaptive,Adaptive cruise control for autonomous electric vehicles based on q-learning algorithm,"['Angelo Coppola', 'Alberto Petrillo', 'Renato Rizzo', 'Stefania Santini']",[],2021,,,['electric vehicle'],/home/doyooni303/projects/technology-innovation/data/bibs/Adaptive cruise control for autonomous electric vehicles based on q-learning algorithm.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Adaptive cruise control for autonomous electric vehicles based on q-learning algorithm.pdf,True
sulaiman2023using,Using the evolutionary mating algorithm for optimizing deep learning parameters for battery state of charge estimation of electric vehicle,"['Mohd Sulaiman', 'Zuriani Mustaffa', 'Nor Zakaria', 'Mohd Saari']",[],2023,Energy,Elsevier,"['deep learning', 'electric vehicle', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Using the evolutionary mating algorithm for optimizing deep learning parameters for battery state of charge estimation of electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Using the evolutionary mating algorithm for optimizing deep learning parameters for battery state of charge estimation of electric vehicle.pdf,True
smith2021electric,Electric vehicle charging via machine-learning pattern recognition,"['Theron Smith', 'Joseph Garcia', 'Gregory Washington']",[],2021,Journal of Energy Engineering,American Society of Civil Engineers,"['charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Electric vehicle charging via machine-learning pattern recognition.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Electric vehicle charging via machine-learning pattern recognition.pdf,True
shu2023ensemble,Ensemble learning and voltage reconstruction based state of health estimation for lithium-ion batteries with twenty random samplings,"['Xing Shu', 'Zheng Chen', 'Jiangwei Shen', 'Shiquan Shen', 'Fengxiang Guo', 'Yuanjian Zhang', 'Yonggang Liu']",[],2023,IEEE Transactions on Power Electronics,IEEE,['lithium-ion'],/home/doyooni303/projects/technology-innovation/data/bibs/Ensemble learning and voltage reconstruction based state of health estimation for lithium-ion batteries with twenty random samplings.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Ensemble learning and voltage reconstruction based state of health estimation for lithium-ion batteries with twenty random samplings.pdf,True
pa2025future,The Future Role of Environmental Sustainability-Optimization using Artificial Intelligence Electric Vehicles,"['Padmaavathy PA', 'Panjagari Kavitha', 'Peddinti Neeraja', 'DV Reddy', 'S Venkatachalam', 'M Saravanan']",[],2025,,,"['optimization', 'artificial intelligence', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/The Future Role of Environmental Sustainability-Optimization using Artificial Intelligence Electric Vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/The Future Role of Environmental Sustainability-Optimization using Artificial Intelligence Electric Vehicles.pdf,True
meckel2020generation,Generation of a diagnosis model for hybrid-electric vehicles using machine learning,"['Simon Meckel', 'Tim Schuessler', 'Pravin Jaisawal', 'Jie-Uei Yang', 'Roman Obermaisser']",[],2020,Microprocessors and Microsystems,Elsevier,"['machine learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Generation of a diagnosis model for hybrid-electric vehicles using machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Generation of a diagnosis model for hybrid-electric vehicles using machine learning.pdf,True
xing2023bilevel,A bilevel graph reinforcement learning method for electric vehicle fleet charging guidance,"['Qiang Xing', 'Yan Xu', 'Zhong Chen']",[],2023,IEEE Transactions on Smart Grid,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A bilevel graph reinforcement learning method for electric vehicle fleet charging guidance.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A bilevel graph reinforcement learning method for electric vehicle fleet charging guidance.pdf,True
huang2016intelligent,An intelligent energy management mechanism for electric vehicles,"['Chenn-Jung Huang', 'Kai-Wen Hu', 'Heng-Ming Chen', 'Hsiu-Hui Liao', 'Han Tsai', 'Sheng-Yuan Chien']",[],2016,Applied Artificial Intelligence,Taylor \& Francis,"['energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/An intelligent energy management mechanism for electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An intelligent energy management mechanism for electric vehicles.pdf,True
huang2023deep,Deep reinforcement learning based energymanagement strategy considering running costs and energy source aging for fuel cell hybrid electric vehicle,"['Yin Huang', 'Zehao Kang', 'Xuping Mao', 'Haoqin Hu', 'Jiaqi Tan', 'Dongji Xuan']",[],2023,Energy,Elsevier,"['reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning based energymanagement strategy considering running costs and energy source aging for fuel cell hybrid electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning based energymanagement strategy considering running costs and energy source aging for fuel cell hybrid electric vehicle.pdf,True
zhang2023energy,An energy management strategy based on DDPG with improved exploration for battery/supercapacitor hybrid electric vehicle,"['Jingyi Zhang', 'Jili Tao', 'Yuanmin Hu', 'Longhua Ma']",[],2023,IEEE Transactions on Intelligent Transportation Systems,IEEE,"['electric vehicle', 'energy management', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/An energy management strategy based on DDPG with improved exploration for battery_supercapacitor hybrid electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An energy management strategy based on DDPG with improved exploration for battery_supercapacitor hybrid electric vehicle.pdf,True
guo2023battery,Battery impedance spectrum prediction from partial charging voltage curve by machine learning,"['Jia Guo', 'Yunhong Che', 'Kjeld Pedersen', 'Daniel-Ioan Stroe']",[],2023,Journal of Energy Chemistry,Elsevier,"['charging', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery impedance spectrum prediction from partial charging voltage curve by machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery impedance spectrum prediction from partial charging voltage curve by machine learning.pdf,True
li2022inverse,Inverse design of MXenes for high-capacity energy storage materials using multi-target machine learning,"['Sichao Li', 'Amanda Barnard']",[],2022,Chemistry of Materials,ACS Publications,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Inverse design of MXenes for high-capacity energy storage materials using multi-target machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Inverse design of MXenes for high-capacity energy storage materials using multi-target machine learning.pdf,True
liu2021mass,Mass load prediction for lithium-ion battery electrode clean production: A machine learning approach,"['Kailong Liu', 'Zhongbao Wei', 'Zhile Yang', 'Kang Li']",[],2021,Journal of Cleaner Production,Elsevier,"['lithium-ion', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Mass load prediction for lithium-ion battery electrode clean production A machine learning approach.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Mass load prediction for lithium-ion battery electrode clean production A machine learning approach.pdf,True
nassar2024early,Early detection of cyber-physical attacks on electric vehicles fast charging stations using wavelets and deep learning,"['Ahmad Nassar', 'Walid Morsi']",[],2024,IEEE Transactions on Industrial Cyber-Physical Systems,IEEE,"['deep learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Early detection of cyber-physical attacks on electric vehicles fast charging stations using wavelets and deep learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Early detection of cyber-physical attacks on electric vehicles fast charging stations using wavelets and deep learning.pdf,True
shi2023augmented,An augmented Lagrangian-based safe reinforcement learning algorithm for carbon-oriented optimal scheduling of EV aggregators,"['Xiaoying Shi', 'Yinliang Xu', 'Guibin Chen', 'Ye Guo']",[],2023,IEEE Transactions on Smart Grid,IEEE,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/An augmented Lagrangian-based safe reinforcement learning algorithm for carbon-oriented optimal scheduling of EV aggregators.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An augmented Lagrangian-based safe reinforcement learning algorithm for carbon-oriented optimal scheduling of EV aggregators.pdf,True
chang2019charging,Charging control of an electric vehicle battery based on reinforcement learning,"['Fangyuan Chang', 'Tao Chen', 'Wencong Su', 'Qais Alsafasfeh']",[],2019,,,"['reinforcement learning', 'charging', 'electric vehicle', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Charging control of an electric vehicle battery based on reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Charging control of an electric vehicle battery based on reinforcement learning.pdf,True
you2017diagnosis,Diagnosis of electric vehicle batteries using recurrent neural networks,"['Gae-Won You', 'Sangdo Park', 'Dukjin Oh']",[],2017,IEEE Transactions on Industrial Electronics,IEEE,"['neural network', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Diagnosis of electric vehicle batteries using recurrent neural networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Diagnosis of electric vehicle batteries using recurrent neural networks.pdf,True
kornas2019data,Data-and expert-driven analysis of cause-effect relationships in the production of lithium-ion batteries,"['Thomas Kornas', 'R{\\""u}diger Daub', 'Muhammad Karamat', 'Sebastian Thiede', 'Christoph Herrmann']",[],2019,,,['lithium-ion'],/home/doyooni303/projects/technology-innovation/data/bibs/Data-and expert-driven analysis of cause-effect relationships in the production of lithium-ion batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Data-and expert-driven analysis of cause-effect relationships in the production of lithium-ion batteries.pdf,True
kang2023deep,Deep Reinforcement Learning-based Building Energy Management using Electric Vehicles for Demand Response,"['Daeyoung Kang', 'Seunghyun Yoon', 'Hyuk Lim']",[],2023,,,"['reinforcement learning', 'energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep Reinforcement Learning-based Building Energy Management using Electric Vehicles for Demand Response.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep Reinforcement Learning-based Building Energy Management using Electric Vehicles for Demand Response.pdf,True
li2023toward,Toward reinforcement-learning-based intelligent network control in 6G networks,"['Junling Li', 'Huaqing Wu', 'Xi Huang', 'Qisheng Huang', 'Jianwei Huang', 'Xuemin Shen']",[],2023,IEEE Network,IEEE,[],/home/doyooni303/projects/technology-innovation/data/bibs/Toward reinforcement-learning-based intelligent network control in 6G networks.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Toward reinforcement-learning-based intelligent network control in 6G networks.pdf,True
ma2024application,Application of deep learning for informatics aided design of electrode materials in metal-ion batteries,"['Bin Ma', 'Lisheng Zhang', 'Wentao Wang', 'Hanqing Yu', 'Xianbin Yang', 'Siyan Chen', 'Huizhi Wang', 'Xinhua Liu']",[],2024,Green Energy \& Environment,Elsevier,['deep learning'],/home/doyooni303/projects/technology-innovation/data/bibs/application of deep learning for informatics aided design of electrode materials in metal-ion batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/application of deep learning for informatics aided design of electrode materials in metal-ion batteries.pdf,True
dong2024hybrid,Hybrid Physics and Data-Driven Electrochemical States Estimation for Lithium-ion Batteries,"['Guangzhong Dong', 'Guangxin Gao', 'Yunjiang Lou', 'Jincheng Yu', 'Chunlin Chen', 'Jingwen Wei']",[],2024,IEEE Transactions on Energy Conversion,IEEE,['lithium-ion'],/home/doyooni303/projects/technology-innovation/data/bibs/Hybrid Physics and Data-Driven Electrochemical States Estimation for Lithium-ion Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Hybrid Physics and Data-Driven Electrochemical States Estimation for Lithium-ion Batteries.pdf,True
al2020reinforcement,Reinforcement learning-based distributed BESS management for mitigating overvoltage issues in systems with high PV penetration,"['Mohammed Al-Saffar', 'Petr Musilek']",[],2020,IEEE Transactions on Smart Grid,IEEE,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement learning-based distributed BESS management for mitigating overvoltage issues in systems with high PV penetration.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement learning-based distributed BESS management for mitigating overvoltage issues in systems with high PV penetration.pdf,True
kumar2025intelligent,"Intelligent Battery Management System for Electric Vehicle with IoT-based Monitoring, AI-Driven Multiple Fault Diagnosis and Energy Optimization","['Arun Kumar', 'S Shalini', 'R Sneha', 'P Vasunthra', 'S Suganyadevi']",[],2025,,,"['optimization', 'electric vehicle', 'iot', 'battery']","/home/doyooni303/projects/technology-innovation/data/bibs/Intelligent Battery Management System for Electric Vehicle with IoT-based Monitoring, AI-Driven Multiple Fault Diagnosis and Energy Optimization.txt","/home/doyooni303/projects/technology-innovation/data/pdfs/Intelligent Battery Management System for Electric Vehicle with IoT-based Monitoring, AI-Driven Multiple Fault Diagnosis and Energy Optimization.pdf",True
karthic2022machine,Machine Learning Model for the Prediction of an E-Vehicle's Battery Life Cycle,"['RS Karthic', 'B Babu', 'Prachi Patil', 'Radha Chandan', 'others']",[],2022,,,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning Model for the Prediction of an E-Vehicle's Battery Life Cycle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning Model for the Prediction of an E-Vehicle's Battery Life Cycle.pdf,True
qian2023edge,An edge intelligence-based framework for online scheduling of soft open points with energy storage,"['Tao Qian', 'Wenlong Ming', 'Chengcheng Shao', 'Qinran Hu', 'Xiuli Wang', 'Jianzhong Wu', 'Zaijun Wu']",[],2023,IEEE transactions on smart grid,IEEE,[],/home/doyooni303/projects/technology-innovation/data/bibs/An edge intelligence-based framework for online scheduling of soft open points with energy storage.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An edge intelligence-based framework for online scheduling of soft open points with energy storage.pdf,True
jiao2021more,More intelligent and robust estimation of battery state-of-charge with an improved regularized extreme learning machine,"['Meng Jiao', 'Dongqing Wang', 'Yan Yang', 'Feng Liu']",[],2021,Engineering Applications of Artificial Intelligence,Elsevier,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/More intelligent and robust estimation of battery state-of-charge with an improved regularized extreme learning machine.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/More intelligent and robust estimation of battery state-of-charge with an improved regularized extreme learning machine.pdf,True
